population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
,,,,,,,,,,,,,,,,,,,,,,0.298,13.94588784,,,344,0.507,0.204,0.215,0.140421264,0.411233701,0.352056169,0.096288867,9.891750653,15.6774916,383
,,,,,,,,,,,,,,,,,,,,,0.202,0.201,12.02278861,,9.63,204,0.506,0.185,0.141,0.083499006,0.294234592,0.338966203,0.283300199,9.71982317,8.099852641,608
,,,,,,,,,,,,,,,,,,,,,0.076,0.293,11.7775189,,24.03,277,0.389,0.207,0.137,0.244488978,0.366733467,0.271543086,0.117234469,8.950827102,8.044414231,548
,,,,,,,,,,,,,,,,,,,,,0.148,0.243,11.62220692,,,208,0.503,0.21,0.175,0.119284294,0.21471173,0.273359841,0.392644135,11.19808654,7.175472929,617
,,,,,,,,,,,,,,,,,,,,,0.16,0.313,11.85760162,,31.07,259,0.437,0.202,0.167,0.237,0.368,0.287,0.108,11.19570085,11.27033886,705
,,,,,,,,,,,,,,,,,,,,,,0.303,9.394740333,,26.57,258,0.501,0.241,0.185,0.181,0.42,0.252,0.147,11.61164813,11.49006019,601
,,,,,,,,,,,,,,,,,,,,,0.12,0.241,11.43593668,,36.65,265,0.489,0.238,0.188,0.116465863,0.366465863,0.357429719,0.159638554,10.9824738,10.43335011,707
,,,,,,,,,,,,,,,,,,,,,0.182,0.216,7.913451548,1.7,16.23,257,0.511,0.185,0.226,0.110330993,0.325977934,0.379137412,0.184553661,10.19405453,13.8051146,709
,,,,,,,,,,,,,,,,,,,,,0.265,0.284,10.08140858,,,232,0.503,0.23,0.222,0.134194831,0.287276342,0.314115308,0.264413519,13.49267541,14.07093292,548
,,,,,,,,,,,,,,,,,,,,,0.24,0.308,9.901654362,,50.14,227,0.495,0.238,0.163,0.057171515,0.378134403,0.404212638,0.160481444,18.84952876,8.77478063,592
,,,,,,,,,,,,,,,,,,,,,0.178,0.293,11.24577609,,20.66,309,0.502,0.269,0.117,0.136,0.431,0.284,0.149,13.55650083,8.063621232,804
,,,,,,,,,,,,,,,,,,,,,0.203,0.299,9.918000556,,15.68,217,0.513,0.251,0.142,0.044865404,0.327018943,0.34995015,0.278165503,11.2715007,8.443150154,748
,,,,,,,,,,,,,,,,,,,,,0.171,0.159,7.658645881,1.74,6.95,205,0.502,0.239,0.123,0.158158158,0.177177177,0.285285285,0.379379379,12.13187613,5.882490419,1548
,,,,,,,,,,,,,,,,,,,,,0.126,0.277,11.90473249,,16.79,229,0.499,0.232,0.206,0.078234704,0.380140421,0.355065196,0.186559679,11.81284469,13.02259385,584
,,,,,,,,,,,,,,,,,,,,,0.091,0.384,12.84262066,5.89,25.13,386,0.504,0.237,0.163,0.193,0.361,0.283,0.163,11.73224761,12.50904026,604
,,,,,,,,,,,,,,,,,,,,,0.161,0.271,11.5429,,,219,0.504,0.231,0.213,0.074,0.34,0.351,0.235,13.21222131,9.744013212,582
,,,,,,,,,,,,,,,,,,,,,0.182,0.222,12.78881264,,21.38,210,0.536,0.222,0.167,0.112,0.285,0.287,0.316,10.06556113,7.597377555,1282
,,,,,,,,,,,,,,,,,,,,,0.081,0.356,11.78999888,7.95,19.25,341,0.525,0.234,0.168,0.207,0.318,0.348,0.127,11.63792736,12.2522461,668
,,,,,,,,,,,,,,,,,,,,,0.172,0.204,10.30168056,7.17,14.11,268,0.499,0.281,0.095,0.213855422,0.261044177,0.333333333,0.191767068,14.63036615,6.136560894,1116
,,,,,,,,,,,,,,,,,,,,,,0.314,13.3390611,,34.94,350,0.493,0.254,0.138,0.22,0.44,0.228,0.112,13.23338886,10.36461225,645
,,,,,,,,,,,,,,,,,,,,,0.102,0.373,13.12901535,,14.11,340,0.48,0.204,0.147,0.261,0.323,0.277,0.139,10.79444644,12.58111344,600
,,,,,,,,,,,,,,,,,,,,,0.193,0.282,13.78876603,1.46,10.35,257,0.511,0.222,0.15,0.092721834,0.399800598,0.248255234,0.259222333,11.27773888,10.19890545,689
,,,,,,,,,,,,,,,,,,,,,0.238,0.311,9.944145506,,,213,0.474,0.218,0.191,0.125874126,0.308691309,0.368631369,0.196803197,17.24519125,12.82334734,650
,,,,,,,,,,,,,,,,,,,,,0.094,0.345,10.73944128,,52.17,303,0.492,0.219,0.207,0.082917083,0.368631369,0.346653347,0.201798202,14.09313726,11.84640523,609
,,,,,,,,,,,,,,,,,,,,,0.214,0.29,10.33192761,,33.42,271,0.502,0.226,0.202,0.094905095,0.487512488,0.276723277,0.140859141,11.25401929,10.79467157,558
,,,,,,,,,,,,,,,,,,,,,,0.381,13.48947815,,28.85,320,0.506,0.22,0.183,0.21335992,0.462612164,0.222333001,0.101694915,9.18257112,11.4332013,524
,,,,,,,,,,,,,,,,,,,,,0.085,0.236,9.626027219,,20.21,214,0.496,0.35,0.102,0.122122122,0.305305305,0.371371371,0.201201201,17.64815159,5.387330485,648
,,,,,,,,,,,,,,,,,,,,,0.172,0.285,11.51024445,22.86,8.59,319,0.523,0.227,0.123,0.179461615,0.33998006,0.229312064,0.251246261,14.47146891,9.061514011,922
,,,,,,,,,,,,,,,,,,,,,,0.35,13.47173973,,28.71,341,0.508,0.22,0.162,0.250755287,0.362537764,0.227593152,0.159113797,11.53896358,9.502675891,505
,,,,,,,,,,,,,,,,,,,,,0.134,0.26,10.96368625,8.1,4.87,266,0.524,0.234,0.117,0.209418838,0.26252505,0.20240481,0.325651303,15.9934315,6.038916352,1215
,,,,,,,,,,,,,,,,,,,,,,0.29,12.38740128,10.23,26.28,340,0.478,0.208,0.152,0.206793207,0.416583417,0.277722278,0.098901099,9.726093224,11.22537242,661
,,,,,,,,,,,,,,,,,,,,,0.175,0.319,12.40275577,5.38,14.08,283,0.498,0.272,0.116,0.199600798,0.392215569,0.266467066,0.141716567,13.27829085,7.447759288,982
,,,,,,,,,,,,,,,,,,,,,0.093,0.316,12.76327962,3.68,36.11,351,0.506,0.248,0.144,0.216515609,0.390735146,0.250755287,0.141993958,13.69190922,11.06762662,661
,,,,,,,,,,,,,,,,,,,,,0.078,0.384,13.28411317,,25.59,330,0.513,0.219,0.182,0.251741294,0.368159204,0.256716418,0.123383085,10.64938724,12.95957177,508
,,,,,,,,,,,,,,,,,,,,,0.084,0.371,12.06400403,23.24,37.93,324,0.518,0.266,0.12,0.249246231,0.333668342,0.288442211,0.128643216,13.97332029,9.409393835,603
,,,,,,,,,,,,,,,,,,,,,,0.299,11.28092457,,23.81,311,0.493,0.214,0.235,0.111442786,0.389054726,0.329353234,0.170149254,9.4863075,11.99212458,483
,,,,,,,,,,,,,,,,,,,,,0.163,0.251,12.03199886,,22.12,299,0.491,0.17,0.243,0.075225677,0.30892678,0.384152457,0.231695085,7.886665693,18.54826932,589
,,,,,,,,,,,,,,,,,,,,,0.142,0.258,10.71014787,5.42,21.39,263,0.512,0.229,0.188,0.163509472,0.360917248,0.286141575,0.189431705,11.90532989,9.766314564,870
,,,,,,,,,,,,,,,,,,,,,0.127,0.297,12.3525827,9.56,31.42,291,0.51,0.214,0.184,0.205179283,0.363545817,0.287848606,0.143426295,10.78198705,11.89534441,568
,,,,,,,,,,,,,,,,,,,,,0.181,0.23,12.11931279,,14.62,213,0.499,0.233,0.198,0.091182365,0.359719439,0.355711423,0.193386774,13.4427961,11.3783667,595
,,,,,,,,,,,,,,,,,,,,,0.137,0.306,13.92192619,,17.07,291,0.504,0.233,0.171,0.151302605,0.5,0.22745491,0.121242485,11.64789001,12.24801549,565
,,,,,,,,,,,,,,,,,,,,,0.227,0.244,9.694328756,,37.97,236,0.481,0.309,0.115,0.212723658,0.383697813,0.287276342,0.116302187,13.74505743,9.790999812,733
,,,,,,,,,,,,,,,,,,,,,0.156,0.258,12.3624317,1.72,11.04,252,0.516,0.221,0.151,0.063126253,0.294589178,0.395791583,0.246492986,10.99924398,8.832586528,771
,,,,,,,,,,,,,,,,,,,,,,0.305,13.45022858,,35,349,0.514,0.223,0.195,0.179461615,0.380857428,0.307078764,0.132602193,14.04494382,14.04494382,571
,,,,,,,,,,,,,,,,,,,,,0.192,0.224,12.24626621,1.98,8.44,158,0.504,0.252,0.108,0.065934066,0.286713287,0.370629371,0.276723277,12.69089242,5.554837117,971
,,,,,,,,,,,,,,,,,,,,,,0.292,10.81912681,,33.96,303,0.506,0.193,0.22,0.121,0.442,0.298,0.139,10.61540669,9.611246593,582
,,,,,,,,,,,,,,,,,,,,,,0.359,10.67175191,,59.11,367,0.507,0.248,0.185,0.166500499,0.3888335,0.237288136,0.207377866,16.55886158,10.86675291,569
,,,,,,,,,,,,,,,,,,,,,,0.25,10.82428557,,17.27,187,0.498,0.187,0.237,0.051,0.365,0.341,0.243,9.301460329,13.11505906,680
,,,,,,,,,,,,,,,,,,,,,,0.262,11.00812122,,,201,0.469,0.197,0.206,0.031968032,0.523476523,0.237762238,0.206793207,6.054490414,6.054490414,675
,,,,,,,,,,,,,,,,,,,,,,0.243,12.81821422,,,218,0.533,0.202,0.165,0.181362725,0.405811623,0.24749499,0.165330661,11.02802327,11.63229851,691
,,,,,,,,,,,,,,,,,,,,,0.163,0.337,9.330676952,,25.54,290,0.502,0.173,0.273,0.153,0.447,0.287,0.113,7.912904939,14.97610197,593
,,,,,,,,,,,,,,,,,,,,,,0.278,12.78731776,,19.19,398,0.549,0.219,0.203,0.22,0.296,0.308,0.176,12.69419536,14.83449574,589
,,,,,,,,,,,,,,,,,,,,,0.146,0.272,11.44358896,5.25,21.93,259,0.519,0.189,0.267,0.139720559,0.363273453,0.317365269,0.179640719,10.02550087,13.97287514,803
,,,,,,,,,,,,,,,,,,,,,,0.299,13.07255774,,16.47,307,0.5,0.211,0.191,0.152238806,0.311442786,0.32039801,0.215920398,10.73059361,13.64155251,489
,,,,,,,,,,,,,,,,,,,,,,0.306,13.84839803,6.24,30.57,352,0.506,0.251,0.15,0.261523046,0.436873747,0.205410822,0.096192385,14.17879327,12.7740831,539
,,,,,,,,,,,,,,,,,,,,,,0.335,11.89534523,10.22,35.14,350,0.517,0.221,0.171,0.20741483,0.331663327,0.321643287,0.139278557,10.84495464,11.21991318,629
,,,,,,,,,,,,,,,,,,,,,0.083,0.27,13.44633745,,23.5,281,0.499,0.21,0.196,0.14,0.506,0.219,0.135,9.547513158,11.11836468,630
,,,,,,,,,,,,,,,,,,,,,0.189,0.262,11.50737744,,12.66,287,0.512,0.216,0.179,0.101202405,0.344689379,0.330661323,0.223446894,10.55400708,11.08640506,623
,,,,,,,,,,,,,,,,,,,,,0.135,0.323,13.17382105,,27.76,288,0.394,0.146,0.144,0.217652959,0.363089268,0.253761284,0.165496489,8.284230792,9.217665247,561
,,,,,,,,,,,,,,,,,,,,,,0.323,12.56198271,,45.21,393,0.506,0.238,0.166,0.230460922,0.379759519,0.283567134,0.106212425,12.61454243,14.5186243,578
,,,,,,,,,,,,,,,,,,,,,0.168,0.242,9.628431173,,16.57,169,0.48,0.184,0.192,0.064676617,0.285572139,0.350248756,0.299502488,9.797349559,6.084669726,762
,,,,,,,,,,,,,,,,,,,,,,0.34,10.1720588,,,272,0.491,0.224,0.222,0.080919081,0.475524476,0.281718282,0.161838162,12.93568092,9.34243622,556
,,,,,,,,,,,,,,,,,,,,,0.2,0.223,,3.92,10.68,217,0.47,0.249,0.071,0.055,0.235,0.392,0.318,16.97523155,4.366201405,1216
,,,,,,,,,,,,,,,,,,,,,,0.347,12.91604888,10.96,40.2,328,0.521,0.244,0.166,0.191532258,0.446572581,0.239919355,0.121975806,10.25966951,11.1222081,537
,,,,,,,,,,,,,,,,,,,,,0.258,0.194,11.68120751,,18.21,256,0.478,0.21,0.162,0.087174349,0.386773547,0.312625251,0.213426854,10.36088475,9.487776484,677
,,,,,,,,,,,,,,,,,,,,,,0.316,12.83304958,,32.25,345,0.509,0.191,0.193,0.187064677,0.422885572,0.268656716,0.121393035,8.629707113,10.9832636,571
,,,,,,,,,,,,,,,,,,,,,0.209,0.202,10.30043181,,6.51,220,0.516,0.19,0.182,0.073,0.232,0.245,0.45,8.525345622,8.986175115,1111
,,,,,,,,,,,,,,,,,,,,,0.165,0.337,12.02943533,10.31,27.28,271,0.529,0.196,0.235,0.203406814,0.341683367,0.248496994,0.206412826,11.28630705,16.34854772,694
,,,,,,,,,,,,,,,,,,,,,0.162,0.293,12.25148108,,14.78,244,0.502,0.272,0.167,0.09670987,0.370887338,0.323030907,0.209371884,14.71531848,8.384309364,595
,,,,,,,,,,,,,,,,,,,,,,0.274,12.58502983,,21.04,330,0.527,0.226,0.145,0.289552239,0.366169154,0.222885572,0.121393035,10.79489696,11.88529059,508
,,,,,,,,,,,,,,,,,,,,,0.22,0.26,12.56141718,,15.91,261,0.491,0.21,0.159,0.115230461,0.385771543,0.29759519,0.201402806,10.29549964,9.313981414,606
,,,,,,,,,,,,,,,,,,,,,0.192,0.305,11.50781528,,30.51,194,0.5,0.224,0.214,0.066933067,0.41958042,0.346653347,0.166833167,10.26023692,13.24503311,557
,,,,,,,,,,,,,,,,,,,,,0.109,0.267,12.76580496,,15.58,247,0.514,0.227,0.197,0.177532598,0.502507523,0.203610832,0.116349047,11.83673032,11.42930663,619
,,,,,,,,,,,,,,,,,,,,,0.072,0.337,13.50060576,2.43,15.8,326,0.51,0.226,0.149,0.174174174,0.321321321,0.304304304,0.2002002,11.97253933,9.453032685,717
,,,,,,,,,,,,,,,,,,,,,,0.267,13.39611861,,28.89,323,0.519,0.222,0.171,0.199598796,0.383149448,0.255767302,0.161484453,11.96876349,11.49786132,567
,,,,,,,,,,,,,,,,,,,,,0.111,0.352,12.38123342,,37.78,310,0.509,0.212,0.191,0.254764293,0.339017051,0.291875627,0.114343029,10.24195053,12.43961603,515
,,,,,,,,,,,,,,,,,,,,,0.223,0.187,12.4090908,,9.07,183,0.505,0.292,0.086,0.053,0.236,0.329,0.382,13.6427323,4.232208115,1024
,,,,,,,,,,,,,,,,,,,,,0.278,0.236,10.69294633,,42.07,219,0.498,0.223,0.23,0.113659023,0.341974078,0.391824526,0.152542373,10.46435579,10.72596468,599
,,,,,,,,,,,,,,,,,,,,,0.091,0.306,12.70322091,5.3,16.7,351,0.522,0.251,0.154,0.190049751,0.437810945,0.221890547,0.150248756,13.09701609,11.3841687,594
,,,,,,,,,,,,,,,,,,,,,0.143,0.214,12.36625401,4.73,8.69,220,0.519,0.251,0.115,0.089730808,0.24227318,0.300099701,0.367896311,11.4031024,6.455500347,1123
,,,,,,,,,,,,,,,,,,,,,0.074,0.332,13.37530459,4.44,17.4,310,0.512,0.216,0.171,0.126126126,0.392392392,0.279279279,0.202202202,11.89127973,11.70252926,648
,,,,,,,,,,,,,,,,,,,,,,0.385,13.33956518,,34.75,311,0.502,0.217,0.173,0.21812749,0.452191235,0.219123506,0.110557769,10.41506449,13.22757136,545
,,,,,,,,,,,,,,,,,,,,,,0.306,11.27692575,11.07,20.26,379,0.521,0.222,0.163,0.156374502,0.38247012,0.259960159,0.201195219,12.61060117,11.78367651,599
,,,,,,,,,,,,,,,,,,,,,,0.346,13.62710165,,37.11,278,0.507,0.23,0.177,0.179538616,0.40220662,0.287863591,0.130391174,9.783938035,11.5504824,608
,,,,,,,,,,,,,,,,,,,,,0.096,0.279,12.09978374,2.68,24.96,350,0.507,0.237,0.144,0.167502508,0.376128385,0.261785356,0.194583751,12.6871417,10.84197064,641
,,,,,,,,,,,,,,,,,,,,,0.259,0.283,11.42461123,,21.72,275,0.497,0.141,0.337,0.113974232,0.399405352,0.343904856,0.14271556,6.2821245,17.03788311,609
,,,,,,,,,,,,,,,,,,,,,0.249,0.229,11.16277983,,32.54,256,0.494,0.204,0.222,0.089552239,0.344278607,0.339303483,0.226865672,9.781882253,13.79184641,648
,,,,,,,,,,,,,,,,,,,,,0.125,0.246,9.614237687,,,174,0.482,0.144,0.318,0.058823529,0.363908275,0.317048853,0.260219342,6.181511661,8.710311885,540
,,,,,,,,,,,,,,,,,,,,,0.134,0.287,11.78454993,6.19,16.18,315,0.52,0.22,0.137,0.120603015,0.318592965,0.275376884,0.285427136,11.96155708,9.324285616,994
,,,,,,,,,,,,,,,,,,,,,0.14,0.239,14.5632008,1.13,8.19,201,0.508,0.284,0.107,0.047283702,0.163983903,0.233400402,0.555331992,10.32276573,5.213318198,1181
,,,,,,,,,,,,,,,,,,,,,0.263,0.17,12.62706371,,7.08,158,0.501,0.29,0.092,0.047952048,0.210789211,0.287712288,0.453546454,12.07585503,4.519375787,950
,,,,,,,,,,,,,,,,,,,,,,0.25,12.99778985,,,245,0.489,0.291,0.128,0.200400802,0.350701403,0.315631263,0.133266533,17.36446074,9.261045726,553
,,,,,,,,,,,,,,,,,,,,,,0.365,12.98554087,,38.11,409,0.448,0.191,0.142,0.285285285,0.426426426,0.21021021,0.078078078,11.46047605,16.45606818,435
,,,,,,,,,,,,,,,,,,,,,0.111,0.321,13.42464831,3.06,16.93,272,0.501,0.278,0.119,0.314257028,0.28815261,0.256024096,0.141566265,13.39428394,7.902918075,671
,,,,,,,,,,,,,,,,,,,,,0.147,0.323,10.44296065,7.92,32.96,397,0.492,0.223,0.172,0.147,0.364,0.326,0.163,12.2142186,14.16044025,670
,,,,,,,,,,,,,,,,,,,,,0.272,0.321,10.15143489,,21.7,244,0.475,0.234,0.121,0.092907093,0.284715285,0.410589411,0.211788212,19.23855484,7.773153471,898
,,,,,,,,,,,,,,,,,,,,,0.192,0.249,9.639791377,1.93,23.94,251,0.509,0.204,0.228,0.115230461,0.285571142,0.343687375,0.255511022,10.92210274,12.10236427,847
,,,,,,,,,,,,,,,,,,,,,,0.341,11.02966307,,48.02,322,0.483,0.221,0.224,0.235294118,0.438683948,0.244267198,0.081754736,8.846183177,15.25203996,521
,,,,,,,,,,,,,,,,,,,,,0.082,0.298,9.790828237,14.77,28.39,293,0.507,0.211,0.222,0.161676647,0.386227545,0.296407186,0.155688623,10.1510997,13.5347996,480
,,,,,,,,,,,,,,,,,,,,,,0.278,8.799847014,,50.88,329,0.51,0.251,0.176,0.2,0.373,0.262,0.165,12.30394396,12.36485458,605
,,,,,,,,,,,,,,,,,,,,,0.155,0.204,12.59320979,7.76,8.73,209,0.513,0.25,0.095,0.106,0.192,0.281,0.421,14.01758066,5.64479073,938
,,,,,,,,,,,,,,,,,,,,,0.305,0.257,13.40372891,,18.49,306,0.5,0.256,0.162,0.085085085,0.492492492,0.266266266,0.156156156,13.80221717,9.886694565,653
,,,,,,,,,,,,,,,,,,,,,,0.284,13.57240744,,17.36,367,0.504,0.229,0.144,0.107862903,0.490927419,0.265120968,0.13608871,12.59525159,10.04471314,630
,,,,,,,,,,,,,,,,,,,,,0.212,0.219,,,,244,0.488,0.231,0.109,0.07992008,0.32967033,0.353646354,0.236763237,12.90510736,6.853559841,1033
,,,,,,,,,,,,,,,,,,,,,,0.368,14.12638161,,41.98,356,0.504,0.236,0.149,0.212851406,0.425702811,0.217871486,0.143574297,12.17347198,10.90540198,594
,,,,,,,,,,,,,,,,,,,,,0.136,0.219,13.55031367,1.67,16.92,286,0.523,0.181,0.145,0.096579477,0.320925553,0.340040241,0.242454728,9.304260671,9.13406078,626
,,,,,,,,,,,,,,,,,,,,,0.192,0.247,10.60402556,,14.27,195,0.502,0.187,0.17,0.051948052,0.336663337,0.314685315,0.296703297,10.01125764,9.20714056,629
,,,,,,,,,,,,,,,,,,,,,0.159,0.267,11.06688484,,39.36,250,0.492,0.195,0.239,0.116349047,0.419257773,0.300902708,0.163490471,10.15587054,13.33509957,618
,,,,,,,,,,,,,,,,,,,,,0.203,0.209,11.07657275,4.54,11.15,221,0.511,0.219,0.132,0.069860279,0.24251497,0.335329341,0.352295409,10.12245715,7.118490552,1077
,,,,,,,,,,,,,,,,,,,,,0.2,0.262,13.62064595,,20.04,265,0.507,0.249,0.155,0.094094094,0.336336336,0.41041041,0.159159159,13.17709485,10.08180411,543
,,,,,,,,,,,,,,,,,,,,,0.091,0.191,9.842131257,1.35,14.52,248,0.501,0.311,0.114,0.089463221,0.275347913,0.363817097,0.271371769,16.75307286,7.561121381,720
,,,,,,,,,,,,,,,,,,,,,0.106,0.255,13.18540698,1.91,13.66,239,0.511,0.286,0.086,0.104685942,0.356929212,0.30109671,0.237288136,12.53175161,5.222126142,1018
,,,,,,,,,,,,,,,,,,,,,0.18,0.251,10.84770921,,23.11,260,0.474,0.188,0.197,0.091816367,0.385229541,0.355289421,0.167664671,7.2735168,12.70151441,506
,,,,,,,,,,,,,,,,,,,,,,0.317,12.78338727,,33.6,301,0.501,0.194,0.179,0.25944334,0.376739563,0.280318091,0.083499006,9.427054732,11.16602599,597
,,,,,,,,,,,,,,,,,,,,,0.128,0.335,10.51345785,14.74,19.22,274,0.523,0.247,0.138,0.14084507,0.328973843,0.291750503,0.238430584,14.84730428,10.9651929,742
,,,,,,,,,,,,,,,,,,,,,0.173,0.264,10.85614303,5.74,3.93,239,0.499,0.203,0.104,0.171171171,0.261261261,0.193193193,0.374374374,15.4179853,5.6276696,1214
,,,,,,,,,,,,,,,,,,,,,,0.251,11.2027137,,8.16,288,0.507,0.164,0.145,0.07554672,0.292246521,0.290258449,0.34194831,9.501113167,9.124831457,630
,,,,,,,,,,,,,,,,,,,,,,0.31,9.243678118,,42.75,306,0.512,0.206,0.24,0.200199203,0.430278884,0.260956175,0.108565737,9.510554396,15.07770819,575
,,,,,,,,,,,,,,,,,,,,,,0.271,9.667760219,4.85,31.88,332,0.467,0.231,0.145,0.195804196,0.338661339,0.32967033,0.135864136,11.20926783,9.913724312,701
,,,,,,,,,,,,,,,,,,,,,,0.283,9.812181259,,,297,0.509,0.273,0.18,0.212151394,0.328685259,0.306772908,0.152390438,8.846657929,10.15727392,486
,,,,,,,,,,,,,,,,,,,,,,0.28,12.73243338,,27.24,306,0.486,0.224,0.147,0.194194194,0.421421421,0.237237237,0.147147147,10.55262427,7.220216607,558
,,,,,,,,,,,,,,,,,,,,,,0.291,9.545812439,,,281,0.52,0.244,0.163,0.202202202,0.394394394,0.185185185,0.218218218,3.710575139,7.421150278,743
,,,,,,,,,,,,,,,,,,,,,,0.211,12.82722331,,22.88,277,0.491,0.363,0.109,0.087912088,0.352647353,0.401598402,0.157842158,18.86244922,8.995937319,761
,,,,,,,,,,,,,,,,,,,,,0.252,0.243,11.81039835,,13.57,284,0.503,0.23,0.192,0.093093093,0.446446446,0.306306306,0.154154154,11.06982703,11.22357463,589
,,,,,,,,,,,,,,,,,,,,,0.257,0.31,11.1459489,,,195,0.506,0.262,0.15,0.08008008,0.348348348,0.389389389,0.182182182,12.17806303,6.253599934,639
,,,,,,,,,,,,,,,,,,,,,,0.307,12.65748338,10.91,18.18,313,0.423,0.188,0.149,0.262262262,0.497497497,0.148148148,0.092092092,7.961399276,9.288299156,571
,,,,,,,,,,,,,,,,,,,,,,0.31,9.37424594,,23.99,260,0.515,0.171,0.308,0.168008048,0.42555332,0.303822938,0.102615694,7.03196841,14.82122573,558
,,,,,,,,,,,,,,,,,,,,,0.155,0.291,10.53430634,,35.95,198,0.493,0.224,0.173,0.070210632,0.345035105,0.395185557,0.189568706,13.61962338,7.782641929,743
,,,,,,,,,,,,,,,,,,,,,0.278,0.264,11.38949803,,19.19,230,0.499,0.233,0.168,0.092462312,0.310552764,0.365829146,0.231155779,12.61089987,10.86818758,626
,,,,,,,,,,,,,,,,,,,,,0.173,0.162,7.930733373,3.68,8.53,205,0.499,0.231,0.119,0.139720559,0.189620758,0.313373253,0.357285429,13.66191801,6.142089073,1344
,,,,,,,,,,,,,,,,,,,,,0.264,0.313,9.975057091,,,274,0.504,0.212,0.228,0.122122122,0.316316316,0.373373373,0.188188188,11.32806678,12.52049486,512
,,,,,,,,,,,,,,,,,,,,,0.172,0.259,11.52659787,1.94,10.53,228,0.513,0.212,0.164,0.101796407,0.354291417,0.275449102,0.268463074,9.492800376,9.666184858,957
,,,,,,,,,,,,,,,,,,,,,,0.305,14.23073591,,17.51,226,0.506,0.216,0.189,0.106212425,0.322645291,0.415831663,0.155310621,11.3945358,12.08511373,561
,,,,,,,,,,,,,,,,,,,,,,0.363,9.952019251,,34.64,309,0.484,0.249,0.156,0.195195195,0.332332332,0.336336336,0.136136136,14.24071117,12.42825702,674
,,,,,,,,,,,,,,,,,,,,,0.174,0.296,13.16121295,,14.25,326,0.493,0.209,0.175,0.102,0.48,0.25,0.168,9.659237084,12.60612297,598
,,,,,,,,,,,,,,,,,,,,,0.145,0.234,11.81803151,,12.4,238,0.514,0.206,0.15,0.096903097,0.337662338,0.305694306,0.25974026,9.18172216,8.836544635,718
,,,,,,,,,,,,,,,,,,,,,,0.296,8.721961133,,,276,0.507,0.21,0.243,0.119119119,0.42042042,0.285285285,0.175175175,9.647853353,13.50699469,406
,,,,,,,,,,,,,,,,,,,,,0.173,0.26,11.98141138,10.5,7.67,246,0.522,0.24,0.112,0.110220441,0.281563126,0.368737475,0.239478958,15.07262941,7.775344739,964
,,,,,,,,,,,,,,,,,,,,,0.11,0.281,8.201195103,,41.09,310,0.516,0.234,0.182,0.095095095,0.334334334,0.387387387,0.183183183,12.1617981,14.54797368,531
,,,,,,,,,,,,,,,,,,,,,0.178,0.307,10.09700395,4.56,27.8,334,0.498,0.265,0.136,0.309309309,0.344344344,0.221221221,0.125125125,14.32546025,10.71449713,539
,,,,,,,,,,,,,,,,,,,,,0.094,0.349,12.67337537,26.16,26.47,352,0.448,0.204,0.16,0.311,0.398,0.212,0.079,10.81408864,12.33008237,533
,,,,,,,,,,,,,,,,,,,,,0.11,0.347,13.52615004,,13.42,303,0.506,0.235,0.171,0.195413759,0.428713858,0.278165503,0.097706879,10.05725876,12.63495954,648
,,,,,,,,,,,,,,,,,,,,,0.104,0.309,12.725973,5.2,24.94,277,0.516,0.23,0.13,0.133534137,0.353413655,0.296184739,0.21686747,11.78037224,9.191415565,785
,,,,,,,,,,,,,,,,,,,,,0.136,0.312,11.34045355,,27.25,272,0.52,0.178,0.291,0.127127127,0.356356356,0.339339339,0.177177177,7.974657224,16.29178439,624
,,,,,,,,,,,,,,,,,,,,,0.149,0.302,8.274816236,,31.8,241,0.503,0.251,0.203,0.093186373,0.389779559,0.351703407,0.165330661,12.59141494,10.81081081,610
,,,,,,,,,,,,,,,,,,,,,0.109,0.292,11.78380633,,,219,0.448,0.214,0.184,0.108782435,0.279441118,0.396207585,0.215568862,8.430845265,12.3555491,432
,,,,,,,,,,,,,,,,,,,,,0.141,0.295,8.465199798,,32.26,290,0.501,0.257,0.166,0.061183551,0.403209629,0.348044132,0.187562688,11.57234583,9.332536957,670
,,,,,,,,,,,,,,,,,,,,,0.053,0.356,13.40238637,3.59,24.87,317,0.51,0.223,0.179,0.173694779,0.425702811,0.251004016,0.149598394,11.11163963,13.66122818,588
,,,,,,,,,,,,,,,,,,,,,0.226,0.32,10.26730966,,,214,0.485,0.178,0.236,0.061,0.294,0.399,0.246,6.216445324,9.042102289,553
,,,,,,,,,,,,,,,,,,,,,,0.279,13.18092974,,30.15,263,0.505,0.239,0.159,0.102794411,0.503992016,0.265469062,0.127744511,12.73017786,8.329622548,587
